"activity" "subject" "variable" "meanvalue"
"6149" "STANDING" 5 "tBodyAccJerkMag-mean()" -0.956863566071429
"6150" "LAYING" 5 "tBodyAccJerkMag-mean()" -0.980141253846154
"6151" "WALKING" 6 "tBodyAccJerkMag-mean()" -0.195117026052632
"6152" "WALKING_UPSTAIRS" 6 "tBodyAccJerkMag-mean()" -0.207379799254902
"6153" "WALKING_DOWNSTAIRS" 6 "tBodyAccJerkMag-mean()" 0.10384507225
"6154" "SITTING" 6 "tBodyAccJerkMag-mean()" -0.962733502
"6155" "STANDING" 6 "tBodyAccJerkMag-mean()" -0.967102436140351
"6156" "LAYING" 6 "tBodyAccJerkMag-mean()" -0.954750504912281
"6157" "WALKING" 7 "tBodyAccJerkMag-mean()" -0.192948900438596
"6158" "WALKING_UPSTAIRS" 7 "tBodyAccJerkMag-mean()" -0.458695232352941
"6159" "WALKING_DOWNSTAIRS" 7 "tBodyAccJerkMag-mean()" -0.170319619372979
"6160" "SITTING" 7 "tBodyAccJerkMag-mean()" -0.976559676458333
"6161" "STANDING" 7 "tBodyAccJerkMag-mean()" -0.973381306226415
"6162" "LAYING" 7 "tBodyAccJerkMag-mean()" -0.980127239615385
"6163" "WALKING" 8 "tBodyAccJerkMag-mean()" -0.0668322430433333
"6164" "WALKING_UPSTAIRS" 8 "tBodyAccJerkMag-mean()" -0.141494613465854
"6165" "WALKING_DOWNSTAIRS" 8 "tBodyAccJerkMag-mean()" 0.262628490268421
"6166" "SITTING" 8 "tBodyAccJerkMag-mean()" -0.986061512173913
"6167" "STANDING" 8 "tBodyAccJerkMag-mean()" -0.984920797777778
"6168" "LAYING" 8 "tBodyAccJerkMag-mean()" -0.97314748962963
"6169" "WALKING" 9 "tBodyAccJerkMag-mean()" -0.203733615519231
"6170" "WALKING_UPSTAIRS" 9 "tBodyAccJerkMag-mean()" -0.440667540204082
"6171" "WALKING_DOWNSTAIRS" 9 "tBodyAccJerkMag-mean()" -0.16237608927619
"6172" "SITTING" 9 "tBodyAccJerkMag-mean()" -0.964383757
"6173" "STANDING" 9 "tBodyAccJerkMag-mean()" -0.969524578888889
"6174" "LAYING" 9 "tBodyAccJerkMag-mean()" -0.9633745492
"6175" "WALKING" 10 "tBodyAccJerkMag-mean()" -0.132624992298283
"6176" "WALKING_UPSTAIRS" 10 "tBodyAccJerkMag-mean()" -0.262038042446809
"6177" "WALKING_DOWNSTAIRS" 10 "tBodyAccJerkMag-mean()" 0.0507010228431579
"6178" "SITTING" 10 "tBodyAccJerkMag-mean()" -0.988054237592593
"6179" "STANDING" 10 "tBodyAccJerkMag-mean()" -0.965163818409091
"6180" "LAYING" 10 "tBodyAccJerkMag-mean()" -0.976234435172414
"6181" "WALKING" 11 "tBodyAccJerkMag-mean()" -0.402333202033898
"6182" "WALKING_UPSTAIRS" 11 "tBodyAccJerkMag-mean()" -0.509587701296296
"6183" "WALKING_DOWNSTAIRS" 11 "tBodyAccJerkMag-mean()" -0.198206139934783
"6184" "SITTING" 11 "tBodyAccJerkMag-mean()" -0.97935563509434
"6185" "STANDING" 11 "tBodyAccJerkMag-mean()" -0.989242377234043
"6186" "LAYING" 11 "tBodyAccJerkMag-mean()" -0.983330628421053
"6187" "WALKING" 12 "tBodyAccJerkMag-mean()" -0.144064922688
"6188" "WALKING_UPSTAIRS" 12 "tBodyAccJerkMag-mean()" -0.432469300961538
"6189" "WALKING_DOWNSTAIRS" 12 "tBodyAccJerkMag-mean()" -0.107091019565217
"6190" "SITTING" 12 "tBodyAccJerkMag-mean()" -0.974734489803922
"6191" "STANDING" 12 "tBodyAccJerkMag-mean()" -0.968790683278689
"6192" "LAYING" 12 "tBodyAccJerkMag-mean()" -0.969843834166667
"6193" "WALKING" 13 "tBodyAccJerkMag-mean()" -0.133205034736842
"6194" "WALKING_UPSTAIRS" 13 "tBodyAccJerkMag-mean()" -0.456190454
"6195" "WALKING_DOWNSTAIRS" 13 "tBodyAccJerkMag-mean()" -0.127926051502128
"6196" "SITTING" 13 "tBodyAccJerkMag-mean()" -0.989497838979592
"6197" "STANDING" 13 "tBodyAccJerkMag-mean()" -0.98680002754386
"6198" "LAYING" 13 "tBodyAccJerkMag-mean()" -0.985467853870968
"6199" "WALKING" 14 "tBodyAccJerkMag-mean()" -0.377293155084746
"6200" "WALKING_UPSTAIRS" 14 "tBodyAccJerkMag-mean()" -0.28366383592037
"6201" "WALKING_DOWNSTAIRS" 14 "tBodyAccJerkMag-mean()" 0.0353601375466667
"6202" "SITTING" 14 "tBodyAccJerkMag-mean()" -0.976521006111111
"6203" "STANDING" 14 "tBodyAccJerkMag-mean()" -0.972965788166667
"6204" "LAYING" 14 "tBodyAccJerkMag-mean()" -0.972576392941176
"6205" "WALKING" 15 "tBodyAccJerkMag-mean()" -0.320129322962963
"6206" "WALKING_UPSTAIRS" 15 "tBodyAccJerkMag-mean()" -0.316050382083333
"6207" "WALKING_DOWNSTAIRS" 15 "tBodyAccJerkMag-mean()" -0.0372666071540476
"6208" "SITTING" 15 "tBodyAccJerkMag-mean()" -0.986107839152542
"6209" "STANDING" 15 "tBodyAccJerkMag-mean()" -0.981495125660377
"6210" "LAYING" 15 "tBodyAccJerkMag-mean()" -0.979890228194444
"6211" "WALKING" 16 "tBodyAccJerkMag-mean()" -0.363144483529412
"6212" "WALKING_UPSTAIRS" 16 "tBodyAccJerkMag-mean()" -0.48321905
"6213" "WALKING_DOWNSTAIRS" 16 "tBodyAccJerkMag-mean()" -0.165908810808511
"6214" "SITTING" 16 "tBodyAccJerkMag-mean()" -0.987472699130435
"6215" "STANDING" 16 "tBodyAccJerkMag-mean()" -0.989205231794872
"6216" "LAYING" 16 "tBodyAccJerkMag-mean()" -0.988349656571429
"6217" "WALKING" 17 "tBodyAccJerkMag-mean()" -0.301093269180328
"6218" "WALKING_UPSTAIRS" 17 "tBodyAccJerkMag-mean()" -0.357233897916667
"6219" "WALKING_DOWNSTAIRS" 17 "tBodyAccJerkMag-mean()" -0.221631694184783
"6220" "SITTING" 17 "tBodyAccJerkMag-mean()" -0.99281471515625
"6221" "STANDING" 17 "tBodyAccJerkMag-mean()" -0.991742753589744
"6222" "LAYING" 17 "tBodyAccJerkMag-mean()" -0.981607627887324
"6223" "WALKING" 18 "tBodyAccJerkMag-mean()" -0.379269262142857
"6224" "WALKING_UPSTAIRS" 18 "tBodyAccJerkMag-mean()" -0.601463948275862
"6225" "WALKING_DOWNSTAIRS" 18 "tBodyAccJerkMag-mean()" -0.466516044
"6226" "SITTING" 18 "tBodyAccJerkMag-mean()" -0.989869574561404
"6227" "STANDING" 18 "tBodyAccJerkMag-mean()" -0.98596529369863
"6228" "LAYING" 18 "tBodyAccJerkMag-mean()" -0.98832154
"6229" "WALKING" 19 "tBodyAccJerkMag-mean()" 0.109450990201923
"6230" "WALKING_UPSTAIRS" 19 "tBodyAccJerkMag-mean()" -0.114189605875
"6231" "WALKING_DOWNSTAIRS" 19 "tBodyAccJerkMag-mean()" 0.434490400974359
"6232" "SITTING" 19 "tBodyAccJerkMag-mean()" -0.986423976027397
"6233" "STANDING" 19 "tBodyAccJerkMag-mean()" -0.983068923561644
"6234" "LAYING" 19 "tBodyAccJerkMag-mean()" -0.98478434
"6235" "WALKING" 20 "tBodyAccJerkMag-mean()" -0.0429359302764706
"6236" "WALKING_UPSTAIRS" 20 "tBodyAccJerkMag-mean()" -0.255611242098039
"6237" "WALKING_DOWNSTAIRS" 20 "tBodyAccJerkMag-mean()" -0.0612699838466667
"6238" "SITTING" 20 "tBodyAccJerkMag-mean()" -0.978774578333333
"6239" "STANDING" 20 "tBodyAccJerkMag-mean()" -0.956624899041096
"6240" "LAYING" 20 "tBodyAccJerkMag-mean()" -0.984670073823529
"6241" "WALKING" 21 "tBodyAccJerkMag-mean()" -0.148138991523077
"6242" "WALKING_UPSTAIRS" 21 "tBodyAccJerkMag-mean()" -0.355047693617021
"6243" "WALKING_DOWNSTAIRS" 21 "tBodyAccJerkMag-mean()" -0.0802241799933333
"6244" "SITTING" 21 "tBodyAccJerkMag-mean()" -0.985947225176471
"6245" "STANDING" 21 "tBodyAccJerkMag-mean()" -0.974765161910112
"6246" "LAYING" 21 "tBodyAccJerkMag-mean()" -0.982800330555556
"6247" "WALKING" 22 "tBodyAccJerkMag-mean()" 0.02291996735
"6248" "WALKING_UPSTAIRS" 22 "tBodyAccJerkMag-mean()" -0.0957840344357143
"6249" "WALKING_DOWNSTAIRS" 22 "tBodyAccJerkMag-mean()" -0.0179784626888889
"6250" "SITTING" 22 "tBodyAccJerkMag-mean()" -0.979303714032258
"6251" "STANDING" 22 "tBodyAccJerkMag-mean()" -0.975876006507936
"6252" "LAYING" 22 "tBodyAccJerkMag-mean()" -0.971169779305556
"6253" "WALKING" 23 "tBodyAccJerkMag-mean()" -0.0670819655881356
"6254" "WALKING_UPSTAIRS" 23 "tBodyAccJerkMag-mean()" -0.311143885098039
"6255" "WALKING_DOWNSTAIRS" 23 "tBodyAccJerkMag-mean()" 0.112982475627778
"6256" "SITTING" 23 "tBodyAccJerkMag-mean()" -0.982375503382353
"6257" "STANDING" 23 "tBodyAccJerkMag-mean()" -0.978671485441176
"6258" "LAYING" 23 "tBodyAccJerkMag-mean()" -0.987010197361111
"6259" "WALKING" 24 "tBodyAccJerkMag-mean()" -0.399722201034483
"6260" "WALKING_UPSTAIRS" 24 "tBodyAccJerkMag-mean()" -0.488487620508475
"6261" "WALKING_DOWNSTAIRS" 24 "tBodyAccJerkMag-mean()" -0.263106944836364
"6262" "SITTING" 24 "tBodyAccJerkMag-mean()" -0.985555822352941
"6263" "STANDING" 24 "tBodyAccJerkMag-mean()" -0.977620953913043
"6264" "LAYING" 24 "tBodyAccJerkMag-mean()" -0.985529270555556
"6265" "WALKING" 25 "tBodyAccJerkMag-mean()" -0.538291424594595
"6266" "WALKING_UPSTAIRS" 25 "tBodyAccJerkMag-mean()" -0.679160843538462
"6267" "WALKING_DOWNSTAIRS" 25 "tBodyAccJerkMag-mean()" -0.50048333137931
"6268" "SITTING" 25 "tBodyAccJerkMag-mean()" -0.989545142461538
"6269" "STANDING" 25 "tBodyAccJerkMag-mean()" -0.984647071216216
"6270" "LAYING" 25 "tBodyAccJerkMag-mean()" -0.962161355890411
"6271" "WALKING" 26 "tBodyAccJerkMag-mean()" -0.290758024915254
"6272" "WALKING_UPSTAIRS" 26 "tBodyAccJerkMag-mean()" -0.404463896363636
"6273" "WALKING_DOWNSTAIRS" 26 "tBodyAccJerkMag-mean()" -0.1488562664
"6274" "SITTING" 26 "tBodyAccJerkMag-mean()" -0.990898435769231
"6275" "STANDING" 26 "tBodyAccJerkMag-mean()" -0.986985213648649
"6276" "LAYING" 26 "tBodyAccJerkMag-mean()" -0.989970604210526
"6277" "WALKING" 27 "tBodyAccJerkMag-mean()" -0.230500549298246
"6278" "WALKING_UPSTAIRS" 27 "tBodyAccJerkMag-mean()" -0.479067422156863
"6279" "WALKING_DOWNSTAIRS" 27 "tBodyAccJerkMag-mean()" -0.115421210625
"6280" "SITTING" 27 "tBodyAccJerkMag-mean()" -0.989467178285714
"6281" "STANDING" 27 "tBodyAccJerkMag-mean()" -0.985347620125
"6282" "LAYING" 27 "tBodyAccJerkMag-mean()" -0.988372773648649
"6283" "WALKING" 28 "tBodyAccJerkMag-mean()" -0.299223359444444
"6284" "WALKING_UPSTAIRS" 28 "tBodyAccJerkMag-mean()" -0.388086248235294
"6285" "WALKING_DOWNSTAIRS" 28 "tBodyAccJerkMag-mean()" -0.0707560279130435
"6286" "SITTING" 28 "tBodyAccJerkMag-mean()" -0.973274366805556
"6287" "STANDING" 28 "tBodyAccJerkMag-mean()" -0.959551987468354
"6288" "LAYING" 28 "tBodyAccJerkMag-mean()" -0.978455341875
"6289" "WALKING" 29 "tBodyAccJerkMag-mean()" -0.240231677415094
"6290" "WALKING_UPSTAIRS" 29 "tBodyAccJerkMag-mean()" -0.344324833061224
"6291" "WALKING_DOWNSTAIRS" 29 "tBodyAccJerkMag-mean()" -0.138637624454167
"6292" "SITTING" 29 "tBodyAccJerkMag-mean()" -0.990719807666667
"6293" "STANDING" 29 "tBodyAccJerkMag-mean()" -0.990785419538462
"6294" "LAYING" 29 "tBodyAccJerkMag-mean()" -0.992725367826087
"6295" "WALKING" 30 "tBodyAccJerkMag-mean()" -0.352111713846154
"6296" "WALKING_UPSTAIRS" 30 "tBodyAccJerkMag-mean()" -0.596600099538461
"6297" "WALKING_DOWNSTAIRS" 30 "tBodyAccJerkMag-mean()" -0.293738801622581
"6298" "SITTING" 30 "tBodyAccJerkMag-mean()" -0.987799055645161
"6299" "STANDING" 30 "tBodyAccJerkMag-mean()" -0.971225190169491
"6300" "LAYING" 30 "tBodyAccJerkMag-mean()" -0.97923282
"6301" "WALKING" 1 "tBodyAccJerkMag-std()" -0.0744717500625263
"6302" "WALKING_UPSTAIRS" 1 "tBodyAccJerkMag-std()" -0.478991622075472
"6303" "WALKING_DOWNSTAIRS" 1 "tBodyAccJerkMag-std()" -0.0257877197081633
"6304" "SITTING" 1 "tBodyAccJerkMag-std()" -0.984120024042553
"6305" "STANDING" 1 "tBodyAccJerkMag-std()" -0.993096209433962
"6306" "LAYING" 1 "tBodyAccJerkMag-std()" -0.9282456284
"6307" "WALKING" 2 "tBodyAccJerkMag-std()" -0.164150985127119
"6308" "WALKING_UPSTAIRS" 2 "tBodyAccJerkMag-std()" -0.21738939458125
"6309" "WALKING_DOWNSTAIRS" 2 "tBodyAccJerkMag-std()" 0.22961718512766
"6310" "SITTING" 2 "tBodyAccJerkMag-std()" -0.984475868043478
"6311" "STANDING" 2 "tBodyAccJerkMag-std()" -0.976675280185185
"6312" "LAYING" 2 "tBodyAccJerkMag-std()" -0.98551807625
"6313" "WALKING" 3 "tBodyAccJerkMag-std()" -0.139916355325862
"6314" "WALKING_UPSTAIRS" 3 "tBodyAccJerkMag-std()" -0.439020591694915
"6315" "WALKING_DOWNSTAIRS" 3 "tBodyAccJerkMag-std()" -0.0926324494530612
"6316" "SITTING" 3 "tBodyAccJerkMag-std()" -0.966550084230769
"6317" "STANDING" 3 "tBodyAccJerkMag-std()" -0.948770043278689
"6318" "LAYING" 3 "tBodyAccJerkMag-std()" -0.976121297903226
"6319" "WALKING" 4 "tBodyAccJerkMag-std()" -0.316918956
"6320" "WALKING_UPSTAIRS" 4 "tBodyAccJerkMag-std()" -0.437261477884615
"6321" "WALKING_DOWNSTAIRS" 4 "tBodyAccJerkMag-std()" -0.216858921977778
"6322" "SITTING" 4 "tBodyAccJerkMag-std()" -0.9625491104
"6323" "STANDING" 4 "tBodyAccJerkMag-std()" -0.958159482142857
"6324" "LAYING" 4 "tBodyAccJerkMag-std()" -0.960786430740741
"6325" "WALKING" 5 "tBodyAccJerkMag-std()" -0.282242276785714
"6326" "WALKING_UPSTAIRS" 5 "tBodyAccJerkMag-std()" -0.310186545957447
"6327" "WALKING_DOWNSTAIRS" 5 "tBodyAccJerkMag-std()" -0.0292570509829787
"6328" "SITTING" 5 "tBodyAccJerkMag-std()" -0.965757731590909
"6329" "STANDING" 5 "tBodyAccJerkMag-std()" -0.942962047678571
"6330" "LAYING" 5 "tBodyAccJerkMag-std()" -0.977477145384615
"6331" "WALKING" 6 "tBodyAccJerkMag-std()" -0.0706029648421053
"6332" "WALKING_UPSTAIRS" 6 "tBodyAccJerkMag-std()" -0.169970363039216
"6333" "WALKING_DOWNSTAIRS" 6 "tBodyAccJerkMag-std()" 0.209502174375
"6334" "SITTING" 6 "tBodyAccJerkMag-std()" -0.948181827818182
"6335" "STANDING" 6 "tBodyAccJerkMag-std()" -0.956099145964912
"6336" "LAYING" 6 "tBodyAccJerkMag-std()" -0.950341934385965
"6337" "WALKING" 7 "tBodyAccJerkMag-std()" -0.027557329277193
"6338" "WALKING_UPSTAIRS" 7 "tBodyAccJerkMag-std()" -0.471265710980392
"6339" "WALKING_DOWNSTAIRS" 7 "tBodyAccJerkMag-std()" 0.0901836280510638
"6340" "SITTING" 7 "tBodyAccJerkMag-std()" -0.970243274166667
"6341" "STANDING" 7 "tBodyAccJerkMag-std()" -0.968566356037736
"6342" "LAYING" 7 "tBodyAccJerkMag-std()" -0.967310932307692
"6343" "WALKING" 8 "tBodyAccJerkMag-std()" -0.184571053979167
"6344" "WALKING_UPSTAIRS" 8 "tBodyAccJerkMag-std()" -0.228296364146341
"6345" "WALKING_DOWNSTAIRS" 8 "tBodyAccJerkMag-std()" 0.2534082561
"6346" "SITTING" 8 "tBodyAccJerkMag-std()" -0.980667377391304
"6347" "STANDING" 8 "tBodyAccJerkMag-std()" -0.979932239074074
"6348" "LAYING" 8 "tBodyAccJerkMag-std()" -0.962954517222222
"6349" "WALKING" 9 "tBodyAccJerkMag-std()" -0.317113487115385
"6350" "WALKING_UPSTAIRS" 9 "tBodyAccJerkMag-std()" -0.445485397959184
"6351" "WALKING_DOWNSTAIRS" 9 "tBodyAccJerkMag-std()" 0.039907818552381
"6352" "SITTING" 9 "tBodyAccJerkMag-std()" -0.9517802432
"6353" "STANDING" 9 "tBodyAccJerkMag-std()" -0.963764177777778
"6354" "LAYING" 9 "tBodyAccJerkMag-std()" -0.9550268052
"6355" "WALKING" 10 "tBodyAccJerkMag-std()" 0.037608338009434
"6356" "WALKING_UPSTAIRS" 10 "tBodyAccJerkMag-std()" -0.226010197889362
"6357" "WALKING_DOWNSTAIRS" 10 "tBodyAccJerkMag-std()" 0.110877231263158
"6358" "SITTING" 10 "tBodyAccJerkMag-std()" -0.985209856296296
"6359" "STANDING" 10 "tBodyAccJerkMag-std()" -0.952058214545455
"6360" "LAYING" 10 "tBodyAccJerkMag-std()" -0.967556980689655
"6361" "WALKING" 11 "tBodyAccJerkMag-std()" -0.403141284745763
"6362" "WALKING_UPSTAIRS" 11 "tBodyAccJerkMag-std()" -0.490485807222222
"6363" "WALKING_DOWNSTAIRS" 11 "tBodyAccJerkMag-std()" -0.127017223413043
"6364" "SITTING" 11 "tBodyAccJerkMag-std()" -0.974511726792453
"6365" "STANDING" 11 "tBodyAccJerkMag-std()" -0.988853960638298
"6366" "LAYING" 11 "tBodyAccJerkMag-std()" -0.976504858596491
"6367" "WALKING" 12 "tBodyAccJerkMag-std()" -0.02028505044
"6368" "WALKING_UPSTAIRS" 12 "tBodyAccJerkMag-std()" -0.329827968269231
"6369" "WALKING_DOWNSTAIRS" 12 "tBodyAccJerkMag-std()" 0.0655781271934783
"6370" "SITTING" 12 "tBodyAccJerkMag-std()" -0.972745892745098
"6371" "STANDING" 12 "tBodyAccJerkMag-std()" -0.962678857213115
"6372" "LAYING" 12 "tBodyAccJerkMag-std()" -0.962580915166667
"6373" "WALKING" 13 "tBodyAccJerkMag-std()" -0.131788528797719
"6374" "WALKING_UPSTAIRS" 13 "tBodyAccJerkMag-std()" -0.451225931090909
"6375" "WALKING_DOWNSTAIRS" 13 "tBodyAccJerkMag-std()" -0.0433959844
"6376" "SITTING" 13 "tBodyAccJerkMag-std()" -0.988813098163265
"6377" "STANDING" 13 "tBodyAccJerkMag-std()" -0.981865616666667
"6378" "LAYING" 13 "tBodyAccJerkMag-std()" -0.980066243387097
"6379" "WALKING" 14 "tBodyAccJerkMag-std()" -0.439746918474576
"6380" "WALKING_UPSTAIRS" 14 "tBodyAccJerkMag-std()" -0.337086266574074
"6381" "WALKING_DOWNSTAIRS" 14 "tBodyAccJerkMag-std()" 0.194708838913556
"6382" "SITTING" 14 "tBodyAccJerkMag-std()" -0.973343388888889
"6383" "STANDING" 14 "tBodyAccJerkMag-std()" -0.970437182833333
"6384" "LAYING" 14 "tBodyAccJerkMag-std()" -0.966450909019608
"6385" "WALKING" 15 "tBodyAccJerkMag-std()" -0.310071425166667
"6386" "WALKING_UPSTAIRS" 15 "tBodyAccJerkMag-std()" -0.313363553125
"6387" "WALKING_DOWNSTAIRS" 15 "tBodyAccJerkMag-std()" 0.159631710516667
"6388" "SITTING" 15 "tBodyAccJerkMag-std()" -0.984639018474576
"6389" "STANDING" 15 "tBodyAccJerkMag-std()" -0.979994800566038
"6390" "LAYING" 15 "tBodyAccJerkMag-std()" -0.973644462777778
"6391" "WALKING" 16 "tBodyAccJerkMag-std()" -0.403386563921569
"6392" "WALKING_UPSTAIRS" 16 "tBodyAccJerkMag-std()" -0.493067129607843
"6393" "WALKING_DOWNSTAIRS" 16 "tBodyAccJerkMag-std()" -0.0783498875595745
"6394" "SITTING" 16 "tBodyAccJerkMag-std()" -0.983615334057971
"6395" "STANDING" 16 "tBodyAccJerkMag-std()" -0.986761550641026
"6396" "LAYING" 16 "tBodyAccJerkMag-std()" -0.987891003571429
"6397" "WALKING" 17 "tBodyAccJerkMag-std()" -0.275672786229508
"6398" "WALKING_UPSTAIRS" 17 "tBodyAccJerkMag-std()" -0.390912450416667
"6399" "WALKING_DOWNSTAIRS" 17 "tBodyAccJerkMag-std()" -0.206576683876087
"6400" "SITTING" 17 "tBodyAccJerkMag-std()" -0.99144649921875
"6401" "STANDING" 17 "tBodyAccJerkMag-std()" -0.990363248205128
"6402" "LAYING" 17 "tBodyAccJerkMag-std()" -0.980126745352113
"6403" "WALKING" 18 "tBodyAccJerkMag-std()" -0.42541866125
"6404" "WALKING_UPSTAIRS" 18 "tBodyAccJerkMag-std()" -0.579330320344828
"6405" "WALKING_DOWNSTAIRS" 18 "tBodyAccJerkMag-std()" -0.3825173332
"6406" "SITTING" 18 "tBodyAccJerkMag-std()" -0.991159350526316
"6407" "STANDING" 18 "tBodyAccJerkMag-std()" -0.986015285890411
"6408" "LAYING" 18 "tBodyAccJerkMag-std()" -0.989526277538462
"6409" "WALKING" 19 "tBodyAccJerkMag-std()" 0.0356558788076923
"6410" "WALKING_UPSTAIRS" 19 "tBodyAccJerkMag-std()" -0.284060693125
"6411" "WALKING_DOWNSTAIRS" 19 "tBodyAccJerkMag-std()" 0.450612065720513
"6412" "SITTING" 19 "tBodyAccJerkMag-std()" -0.984205184931507
"6413" "STANDING" 19 "tBodyAccJerkMag-std()" -0.979640838082192
"6414" "LAYING" 19 "tBodyAccJerkMag-std()" -0.980668287831325
"6415" "WALKING" 20 "tBodyAccJerkMag-std()" 0.0210765716843137
"6416" "WALKING_UPSTAIRS" 20 "tBodyAccJerkMag-std()" -0.239444370019608
"6417" "WALKING_DOWNSTAIRS" 20 "tBodyAccJerkMag-std()" 0.0467185842571111
"6418" "SITTING" 20 "tBodyAccJerkMag-std()" -0.972537871515151
"6419" "STANDING" 20 "tBodyAccJerkMag-std()" -0.938454372328767
"6420" "LAYING" 20 "tBodyAccJerkMag-std()" -0.980161687058824
"6421" "WALKING" 21 "tBodyAccJerkMag-std()" -0.0838487968942308
"6422" "WALKING_UPSTAIRS" 21 "tBodyAccJerkMag-std()" -0.404183875893617
"6423" "WALKING_DOWNSTAIRS" 21 "tBodyAccJerkMag-std()" 0.0952339404955556
"6424" "SITTING" 21 "tBodyAccJerkMag-std()" -0.986520865058824
"6425" "STANDING" 21 "tBodyAccJerkMag-std()" -0.97160651494382
"6426" "LAYING" 21 "tBodyAccJerkMag-std()" -0.978552618777778
"6427" "WALKING" 22 "tBodyAccJerkMag-std()" 0.111532924945652
"6428" "WALKING_UPSTAIRS" 22 "tBodyAccJerkMag-std()" -0.0876501605595238
"6429" "WALKING_DOWNSTAIRS" 22 "tBodyAccJerkMag-std()" -0.0337640982530556
"6430" "SITTING" 22 "tBodyAccJerkMag-std()" -0.968576776774194
"6431" "STANDING" 22 "tBodyAccJerkMag-std()" -0.958825095396825
"6432" "LAYING" 22 "tBodyAccJerkMag-std()" -0.959849821805556
"6433" "WALKING" 23 "tBodyAccJerkMag-std()" -0.0268194363050847
"6434" "WALKING_UPSTAIRS" 23 "tBodyAccJerkMag-std()" -0.362708849411765
"6435" "WALKING_DOWNSTAIRS" 23 "tBodyAccJerkMag-std()" 0.292087200087037
"6436" "SITTING" 23 "tBodyAccJerkMag-std()" -0.973668776323529
"6437" "STANDING" 23 "tBodyAccJerkMag-std()" -0.974811528235294
"6438" "LAYING" 23 "tBodyAccJerkMag-std()" -0.986685651527778
"6439" "WALKING" 24 "tBodyAccJerkMag-std()" -0.409824562586207
"6440" "WALKING_UPSTAIRS" 24 "tBodyAccJerkMag-std()" -0.441068689830508
"6441" "WALKING_DOWNSTAIRS" 24 "tBodyAccJerkMag-std()" -0.143501970018182
"6442" "SITTING" 24 "tBodyAccJerkMag-std()" -0.985418456176471
"6443" "STANDING" 24 "tBodyAccJerkMag-std()" -0.973108343043478
"6444" "LAYING" 24 "tBodyAccJerkMag-std()" -0.983605927361111
"6445" "WALKING" 25 "tBodyAccJerkMag-std()" -0.542870062567568
"6446" "WALKING_UPSTAIRS" 25 "tBodyAccJerkMag-std()" -0.674513059846154
"6447" "WALKING_DOWNSTAIRS" 25 "tBodyAccJerkMag-std()" -0.482976929827586
"6448" "SITTING" 25 "tBodyAccJerkMag-std()" -0.988311804923077
"6449" "STANDING" 25 "tBodyAccJerkMag-std()" -0.982637080945946
"6450" "LAYING" 25 "tBodyAccJerkMag-std()" -0.961931605342466
"6451" "WALKING" 26 "tBodyAccJerkMag-std()" -0.279350754237288
"6452" "WALKING_UPSTAIRS" 26 "tBodyAccJerkMag-std()" -0.334531344727273
"6453" "WALKING_DOWNSTAIRS" 26 "tBodyAccJerkMag-std()" -0.111303956316
"6454" "SITTING" 26 "tBodyAccJerkMag-std()" -0.989986111666667
"6455" "STANDING" 26 "tBodyAccJerkMag-std()" -0.982626252972973
"6456" "LAYING" 26 "tBodyAccJerkMag-std()" -0.989101949473684
"6457" "WALKING" 27 "tBodyAccJerkMag-std()" -0.266138940350877
"6458" "WALKING_UPSTAIRS" 27 "tBodyAccJerkMag-std()" -0.464610567058824
"6459" "WALKING_DOWNSTAIRS" 27 "tBodyAccJerkMag-std()" -0.0386367422818182
"6460" "SITTING" 27 "tBodyAccJerkMag-std()" -0.989200539571429
"6461" "STANDING" 27 "tBodyAccJerkMag-std()" -0.98415908975
"6462" "LAYING" 27 "tBodyAccJerkMag-std()" -0.988586771351351
"6463" "WALKING" 28 "tBodyAccJerkMag-std()" -0.390449724259259
"6464" "WALKING_UPSTAIRS" 28 "tBodyAccJerkMag-std()" -0.325362338235294
"6465" "WALKING_DOWNSTAIRS" 28 "tBodyAccJerkMag-std()" -0.0418872609934783
"6466" "SITTING" 28 "tBodyAccJerkMag-std()" -0.970301646111111
"6467" "STANDING" 28 "tBodyAccJerkMag-std()" -0.954068391518987
"6468" "LAYING" 28 "tBodyAccJerkMag-std()" -0.973312647875
"6469" "WALKING" 29 "tBodyAccJerkMag-std()" -0.133036273622642
"6470" "WALKING_UPSTAIRS" 29 "tBodyAccJerkMag-std()" -0.254485176020408
"6471" "WALKING_DOWNSTAIRS" 29 "tBodyAccJerkMag-std()" -0.0307693372041667
"6472" "SITTING" 29 "tBodyAccJerkMag-std()" -0.990531729333333
"6473" "STANDING" 29 "tBodyAccJerkMag-std()" -0.990495689538462
"6474" "LAYING" 29 "tBodyAccJerkMag-std()" -0.994646916811594
"6475" "WALKING" 30 "tBodyAccJerkMag-std()" -0.353751020923077
"6476" "WALKING_UPSTAIRS" 30 "tBodyAccJerkMag-std()" -0.561837706461538
"6477" "WALKING_DOWNSTAIRS" 30 "tBodyAccJerkMag-std()" -0.125283184512903
"6478" "SITTING" 30 "tBodyAccJerkMag-std()" -0.98605764
"6479" "STANDING" 30 "tBodyAccJerkMag-std()" -0.950762271186441
"6480" "LAYING" 30 "tBodyAccJerkMag-std()" -0.969642290285714
"6481" "WALKING" 1 "tBodyGyroMag-mean()" -0.160979552536842
"6482" "WALKING_UPSTAIRS" 1 "tBodyGyroMag-mean()" -0.126735589969811
